MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0700000
MsgID.LOCAL_POSITION,146.8430000,68.0404205,51.0250359,-5.0085058
MsgID.LOCAL_VELOCITY,146.8430000,-0.0003893,-0.0097160,0.0785294
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3968792,37.7930913,5.0090000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0900000
MsgID.LOCAL_POSITION,147.0930000,67.8756409,51.0267944,-5.0097513
MsgID.LOCAL_VELOCITY,147.0930000,-0.0081532,-0.0060672,0.0979475
MsgID.GLOBAL_POSITION,0.0000000,-122.3968796,37.7930914,5.0070000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0800000
MsgID.LOCAL_POSITION,147.3430000,67.8835220,50.9910164,-5.0073738
MsgID.LOCAL_VELOCITY,147.3430000,0.0067529,-0.0050493,0.0871284
MsgID.GLOBAL_POSITION,0.0000000,-122.3968812,37.7930909,5.0060000
MsgID.LOCAL_VELOCITY,0.0000000,0.0100000,0.0000000,0.0700000
MsgID.LOCAL_POSITION,147.5930000,67.8297195,50.8539429,-5.0068502
MsgID.LOCAL_VELOCITY,147.5930000,0.0170048,0.0002414,0.0763039
MsgID.GLOBAL_POSITION,0.0000000,-122.3968807,37.7930916,5.0040000
MsgID.LOCAL_VELOCITY,0.0000000,0.0200000,0.0100000,0.0600000
MsgID.LOCAL_POSITION,147.8430000,67.9103470,50.8915215,-5.0045924
MsgID.LOCAL_VELOCITY,147.8430000,0.0228549,0.0128771,0.0606970
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3968788,37.7930929,5.0020000
MsgID.LOCAL_VELOCITY,0.0000000,0.0100000,0.0100000,0.0400000
MsgID.LOCAL_POSITION,148.0940000,68.0576019,51.0643578,-5.0027413
MsgID.LOCAL_VELOCITY,148.0940000,0.0195866,0.0158297,0.0493451
MsgID.GLOBAL_POSITION,0.0000000,-122.3968787,37.7930920,5.0010000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0300000
MsgID.LOCAL_POSITION,148.3440000,67.9582596,51.0694923,-5.0019159
MsgID.LOCAL_VELOCITY,148.3440000,0.0052387,0.0038806,0.0311160
MsgID.LOCAL_POSITION,148.5940000,67.9047012,51.0332069,-4.9979362
MsgID.LOCAL_VELOCITY,148.5940000,0.0034756,-0.0049846,0.0102461
MsgID.GLOBAL_POSITION,0.0000000,-122.3968791,37.7930916,4.9970000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0100000
MsgID.GLOBAL_POSITION,0.0000000,-122.3968809,37.7930931,4.9930000
MsgID.LOCAL_VELOCITY,0.0000000,0.0100000,0.0000000,-0.0200000
MsgID.LOCAL_POSITION,148.8440000,68.0750122,50.8793640,-4.9936924
MsgID.LOCAL_VELOCITY,148.8440000,0.0112836,-0.0042125,-0.0290699
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.LOCAL_POSITION,149.0940000,68.1762924,50.9853477,-4.9906750
MsgID.LOCAL_VELOCITY,149.0940000,0.0003346,0.0056575,-0.0560772
MsgID.GLOBAL_POSITION,0.0000000,-122.3968797,37.7930940,4.9900000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,-0.0500000
MsgID.GLOBAL_POSITION,0.0000000,-122.3968791,37.7930926,4.9890000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0100000,0.0000000,-0.0800000
MsgID.LOCAL_POSITION,149.3440000,68.0187836,51.0320129,-4.9894285
MsgID.LOCAL_VELOCITY,149.3440000,-0.0173904,0.0058891,-0.0862949
MsgID.GLOBAL_POSITION,0.0000000,-122.3968792,37.7930917,4.9880000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0100000,0.0000000,-0.1000000
MsgID.LOCAL_POSITION,149.5940000,67.9185410,51.0253487,-4.9884892
MsgID.LOCAL_VELOCITY,149.5940000,-0.0139709,-0.0001273,-0.1019087
MsgID.GLOBAL_POSITION,0.0000000,-122.3968794,37.7930928,4.9880000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,-0.1100000
MsgID.LOCAL_POSITION,149.8440000,68.0371857,51.0066528,-4.9883637
MsgID.LOCAL_VELOCITY,149.8440000,0.0018714,-0.0021564,-0.1135383
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3968777,37.7930915,4.9870000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,-0.1100000
MsgID.LOCAL_POSITION,150.0940000,67.9000320,51.1641617,-4.9879317
MsgID.LOCAL_VELOCITY,150.0940000,0.0010492,-0.0032524,-0.1102869
MsgID.GLOBAL_POSITION,0.0000000,-122.3968780,37.7930924,4.9890000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,-0.0100000,-0.1000000
MsgID.LOCAL_POSITION,150.3440000,67.9996262,51.1371841,-4.9895477
MsgID.LOCAL_VELOCITY,150.3440000,0.0049000,-0.0146933,-0.1076845
MsgID.GLOBAL_POSITION,0.0000000,-122.3968787,37.7930929,4.9950000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,-0.0200000,-0.0700000
MsgID.LOCAL_POSITION,150.5940000,68.0580826,51.0688553,-4.9955978
MsgID.LOCAL_VELOCITY,150.5940000,0.0051652,-0.0203595,-0.0795911
MsgID.GLOBAL_POSITION,0.0000000,-122.3968782,37.7930920,5.0000000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,-0.0100000,-0.0500000
MsgID.LOCAL_POSITION,150.8440000,67.9567642,51.1148415,-5.0000811
MsgID.LOCAL_VELOCITY,150.8440000,-0.0023085,-0.0174408,-0.0521252
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3968772,37.7930918,5.0020000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,-0.0100000,0.0000000
MsgID.LOCAL_POSITION,151.0950000,67.9270782,51.2033386,-5.0025759
MsgID.LOCAL_VELOCITY,151.0950000,0.0004957,-0.0196516,0.0058056
MsgID.GLOBAL_POSITION,0.0000000,-122.3968792,37.7930930,5.0060000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,-0.0200000,0.0200000
MsgID.LOCAL_POSITION,151.3450000,68.0639572,51.0292015,-5.0068960
MsgID.LOCAL_VELOCITY,151.3450000,0.0078403,-0.0272706,0.0201861
MsgID.GLOBAL_POSITION,0.0000000,-122.3968807,37.7930927,5.0100000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,-0.0100000,0.0700000
MsgID.LOCAL_POSITION,151.5950000,68.0332413,50.8896484,-5.0101056
MsgID.LOCAL_VELOCITY,151.5950000,0.0007919,-0.0166173,0.0755303
MsgID.GLOBAL_POSITION,0.0000000,-122.3968783,37.7930927,5.0110000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0900000
MsgID.LOCAL_POSITION,151.8450000,68.0293884,51.1095581,-5.0110641
MsgID.LOCAL_VELOCITY,151.8450000,-0.0056306,0.0000851,0.0958046
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3968788,37.7930925,5.0120000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.1100000
MsgID.LOCAL_POSITION,152.0950000,68.0048447,51.0641747,-5.0120773
MsgID.LOCAL_VELOCITY,152.0950000,-0.0044211,-0.0061445,0.1117983
MsgID.GLOBAL_POSITION,0.0000000,-122.3968795,37.7930913,5.0120000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.1100000
MsgID.LOCAL_POSITION,152.3450000,67.8760376,51.0006943,-5.0123782
MsgID.LOCAL_VELOCITY,152.3450000,-0.0009546,-0.0097288,0.1107483
MsgID.GLOBAL_POSITION,0.0000000,-122.3968796,37.7930914,5.0100000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.1000000
MsgID.LOCAL_POSITION,152.5950000,67.8854828,50.9908257,-5.0101404
MsgID.LOCAL_VELOCITY,152.5950000,0.0092483,-0.0049563,0.1031768
MsgID.GLOBAL_POSITION,0.0000000,-122.3968806,37.7930933,5.0060000
MsgID.LOCAL_VELOCITY,0.0000000,0.0100000,0.0000000,0.0900000
MsgID.LOCAL_POSITION,152.8450000,68.1001358,50.9026871,-5.0065861
MsgID.LOCAL_VELOCITY,152.8450000,0.0148549,-0.0002134,0.0960766
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3968802,37.7930939,5.0030000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0700000
MsgID.LOCAL_POSITION,153.0950000,68.1637726,50.9391785,-5.0031300
MsgID.LOCAL_VELOCITY,153.0950000,0.0001996,0.0077572,0.0753520
MsgID.GLOBAL_POSITION,0.0000000,-122.3968800,37.7930935,5.0010000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0100000,0.0100000,0.0400000
MsgID.LOCAL_POSITION,153.3450000,68.1167068,50.9567032,-5.0012269
MsgID.LOCAL_VELOCITY,153.3450000,-0.0178516,0.0101032,0.0438326
MsgID.GLOBAL_POSITION,0.0000000,-122.3968812,37.7930917,4.9990000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0100000,0.0100000,0.0100000
MsgID.LOCAL_POSITION,153.5950000,67.9211578,50.8531990,-4.9991312
MsgID.LOCAL_VELOCITY,153.5950000,-0.0197698,0.0105286,0.0159459
MsgID.GLOBAL_POSITION,0.0000000,-122.3968796,37.7930921,4.9990000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0100000,0.0000000
MsgID.LOCAL_POSITION,153.8450000,67.9621658,50.9879036,-4.9997139
MsgID.LOCAL_VELOCITY,153.8450000,-0.0032570,0.0156566,0.0013047
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3968794,37.7930938,4.9990000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0100000,0.0000000
MsgID.LOCAL_POSITION,154.0970000,68.1493683,51.0100174,-4.9998875
MsgID.LOCAL_VELOCITY,154.0970000,0.0045330,0.0100632,0.0015034
MsgID.GLOBAL_POSITION,0.0000000,-122.3968798,37.7930919,5.0000000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,154.3470000,67.9426270,50.9744873,-5.0002799
MsgID.LOCAL_VELOCITY,154.3470000,-0.0098845,0.0028295,0.0007001
MsgID.GLOBAL_POSITION,0.0000000,-122.3968811,37.7930922,5.0010000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,154.5970000,67.9731140,50.8595009,-5.0011582
MsgID.LOCAL_VELOCITY,154.5970000,-0.0053416,0.0047533,-0.0021795
MsgID.GLOBAL_POSITION,0.0000000,-122.3968792,37.7930942,5.0010000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0100000,0.0000000
MsgID.LOCAL_POSITION,154.8470000,68.1928940,51.0259781,-5.0013022
MsgID.LOCAL_VELOCITY,154.8470000,0.0035708,0.0131671,-0.0014259
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3968787,37.7930937,5.0000000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0100000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,155.0970000,68.1377640,51.0682144,-5.0003023
MsgID.LOCAL_VELOCITY,155.0970000,-0.0134331,0.0060884,0.0044700
MsgID.GLOBAL_POSITION,0.0000000,-122.3968797,37.7930923,5.0000000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0200000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,155.3470000,67.9900589,50.9806175,-5.0003591
MsgID.LOCAL_VELOCITY,155.3470000,-0.0228421,-0.0020530,-0.0054626
MsgID.GLOBAL_POSITION,0.0000000,-122.3968791,37.7930926,4.9970000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0100000,0.0000000,-0.0100000
MsgID.LOCAL_POSITION,155.5970000,68.0212784,51.0363617,-4.9977489
MsgID.LOCAL_VELOCITY,155.5970000,-0.0107132,-0.0008981,-0.0125651
MsgID.GLOBAL_POSITION,0.0000000,-122.3968809,37.7930936,4.9930000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,-0.0300000
MsgID.LOCAL_POSITION,155.8470000,68.1369324,50.8796883,-4.9933352
MsgID.LOCAL_VELOCITY,155.8470000,-0.0049642,-0.0016820,-0.0367009
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3968811,37.7930941,4.9870000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0100000,0.0000000,-0.0700000
MsgID.LOCAL_POSITION,156.0970000,68.1898880,50.8598824,-4.9878526
MsgID.LOCAL_VELOCITY,156.0970000,-0.0151412,0.0084335,-0.0735381
MsgID.GLOBAL_POSITION,0.0000000,-122.3968801,37.7930936,4.9860000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0200000,0.0100000,-0.1100000
MsgID.LOCAL_POSITION,156.3470000,68.1299820,50.9452019,-4.9860477
MsgID.LOCAL_VELOCITY,156.3470000,-0.0261494,0.0162573,-0.1190104
MsgID.GLOBAL_POSITION,0.0000000,-122.3968777,37.7930934,4.9870000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0200000,0.0100000,-0.1300000
MsgID.LOCAL_POSITION,156.5970000,68.1029739,51.1599579,-4.9873662
MsgID.LOCAL_VELOCITY,156.5970000,-0.0262410,0.0113045,-0.1319939
MsgID.LOCAL_POSITION,156.8520000,67.8782654,51.1865196,-4.9895940
MsgID.LOCAL_VELOCITY,156.8520000,-0.0205942,-0.0075425,-0.1153970
MsgID.GLOBAL_POSITION,0.0000000,-122.3968774,37.7930913,4.9890000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0200000,0.0000000,-0.1100000
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.LOCAL_POSITION,157.1020000,67.9226990,51.0970039,-4.9943490
MsgID.LOCAL_VELOCITY,157.1020000,-0.0013373,-0.0209203,-0.0854415
MsgID.GLOBAL_POSITION,0.0000000,-122.3968784,37.7930917,4.9940000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,-0.0200000,-0.0800000
MsgID.LOCAL_POSITION,157.3520000,67.9889832,50.9981804,-4.9988484
MsgID.LOCAL_VELOCITY,157.3520000,0.0101772,-0.0193557,-0.0449744
MsgID.GLOBAL_POSITION,0.0000000,-122.3968795,37.7930923,4.9980000
MsgID.LOCAL_VELOCITY,0.0000000,0.0100000,-0.0100000,-0.0400000
MsgID.LOCAL_POSITION,157.6020000,67.9560852,51.0593872,-5.0056000
MsgID.LOCAL_VELOCITY,157.6020000,0.0049126,-0.0107994,0.0179582
MsgID.GLOBAL_POSITION,0.0000000,-122.3968788,37.7930920,5.0050000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,-0.0100000,0.0100000
MsgID.LOCAL_POSITION,157.8520000,67.9850540,50.9752426,-5.0109229
MsgID.LOCAL_VELOCITY,157.8520000,0.0039634,-0.0082300,0.0542376
MsgID.GLOBAL_POSITION,0.0000000,-122.3968798,37.7930923,5.0100000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0500000
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.LOCAL_POSITION,158.1020000,68.0716705,51.0886116,-5.0145636
MsgID.LOCAL_VELOCITY,158.1020000,0.0042361,-0.0035628,0.1102887
MsgID.GLOBAL_POSITION,0.0000000,-122.3968785,37.7930931,5.0140000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.1100000
MsgID.LOCAL_POSITION,158.3520000,68.1441269,51.1687279,-5.0141258
MsgID.LOCAL_VELOCITY,158.3520000,-0.0049152,-0.0091467,0.1440891
MsgID.GLOBAL_POSITION,0.0000000,-122.3968776,37.7930937,5.0140000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.1400000
MsgID.LOCAL_POSITION,158.6020000,68.0089722,51.1384735,-5.0149460
MsgID.LOCAL_VELOCITY,158.6020000,-0.0155343,-0.0189568,0.1354407
MsgID.GLOBAL_POSITION,0.0000000,-122.3968779,37.7930925,5.0140000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0100000,-0.0100000,0.1300000
MsgID.LOCAL_POSITION,158.8520000,67.9563828,50.9202652,-5.0124817
MsgID.LOCAL_VELOCITY,158.8520000,-0.0099429,-0.0194320,0.1291223
MsgID.GLOBAL_POSITION,0.0000000,-122.3968804,37.7930920,5.0120000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,-0.0100000,0.1200000
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.LOCAL_POSITION,159.1030000,67.9836960,50.9809952,-5.0047755
MsgID.LOCAL_VELOCITY,159.1030000,0.0008814,-0.0035134,0.1086008
MsgID.GLOBAL_POSITION,0.0000000,-122.3968797,37.7930923,5.0040000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.1000000
MsgID.LOCAL_POSITION,159.3530000,67.9825897,51.1327705,-4.9994316
MsgID.LOCAL_VELOCITY,159.3530000,0.0028365,-0.0000638,0.0389416
MsgID.GLOBAL_POSITION,0.0000000,-122.3968780,37.7930923,4.9990000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0300000
MsgID.LOCAL_POSITION,159.6030000,67.9030685,50.9356346,-4.9943037
MsgID.LOCAL_VELOCITY,159.6030000,0.0026524,-0.0102203,-0.0145785
MsgID.GLOBAL_POSITION,0.0000000,-122.3968802,37.7930915,4.9940000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,-0.0100000,-0.0100000
MsgID.LOCAL_POSITION,159.8530000,67.7973709,50.8965034,-4.9930205
MsgID.LOCAL_VELOCITY,159.8530000,0.0095943,-0.0011818,-0.0570024
MsgID.GLOBAL_POSITION,0.0000000,-122.3968807,37.7930906,4.9930000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,-0.0500000
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.LOCAL_POSITION,160.1030000,67.8907776,50.9100380,-4.9910021
MsgID.LOCAL_VELOCITY,160.1030000,0.0233822,0.0093384,-0.0670846
MsgID.GLOBAL_POSITION,0.0000000,-122.3968805,37.7930914,4.9910000
MsgID.LOCAL_VELOCITY,0.0000000,0.0200000,0.0000000,-0.0600000
MsgID.LOCAL_POSITION,160.3530000,67.9982452,50.9863701,-4.9909840
MsgID.LOCAL_VELOCITY,160.3530000,0.0232826,0.0128468,-0.0730139
MsgID.GLOBAL_POSITION,0.0000000,-122.3968797,37.7930924,4.9900000
MsgID.LOCAL_VELOCITY,0.0000000,0.0200000,0.0100000,-0.0700000
MsgID.LOCAL_POSITION,160.6030000,68.0826187,51.1519852,-4.9945087
MsgID.LOCAL_VELOCITY,160.6030000,0.0105597,0.0068495,-0.0668445
MsgID.GLOBAL_POSITION,0.0000000,-122.3968778,37.7930932,4.9940000
MsgID.LOCAL_VELOCITY,0.0000000,0.0100000,0.0000000,-0.0600000
MsgID.LOCAL_POSITION,160.8530000,68.1795731,51.0383301,-4.9996448
MsgID.LOCAL_VELOCITY,160.8530000,0.0018711,-0.0081339,-0.0326857
MsgID.GLOBAL_POSITION,0.0000000,-122.3968791,37.7930940,4.9990000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,-0.0300000
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.LOCAL_POSITION,161.1030000,68.2166367,50.9969215,-5.0044727
MsgID.LOCAL_VELOCITY,161.1030000,0.7317810,-0.0112168,0.0021911
MsgID.GLOBAL_POSITION,0.0000000,-122.3968795,37.7930944,5.0040000
MsgID.LOCAL_VELOCITY,0.0000000,0.7300000,-0.0100000,0.0000000
MsgID.LOCAL_POSITION,161.3530000,68.4470367,51.0050926,-5.0057111
MsgID.LOCAL_VELOCITY,161.3530000,2.1212301,-0.0082528,0.0210603
MsgID.GLOBAL_POSITION,0.0000000,-122.3968795,37.7930964,5.0050000
MsgID.LOCAL_VELOCITY,0.0000000,2.1200000,0.0000000,0.0200000
MsgID.LOCAL_POSITION,161.6030000,69.1045380,51.0133476,-5.0037556
MsgID.LOCAL_VELOCITY,161.6030000,3.3101816,-0.0075805,0.0223165
MsgID.GLOBAL_POSITION,0.0000000,-122.3968794,37.7931024,5.0030000
MsgID.LOCAL_VELOCITY,0.0000000,3.3100000,0.0000000,0.0200000
MsgID.LOCAL_POSITION,161.8530000,70.0715942,50.8530693,-5.0011926
MsgID.LOCAL_VELOCITY,161.8530000,4.3987908,-0.0027379,0.0147226
MsgID.GLOBAL_POSITION,0.0000000,-122.3968812,37.7931111,5.0010000
MsgID.LOCAL_VELOCITY,0.0000000,4.3900000,0.0000000,0.0100000
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.LOCAL_POSITION,162.1030000,71.3099518,50.8868561,-5.0025826
MsgID.LOCAL_VELOCITY,162.1030000,5.4472260,0.0383994,-0.0091931
MsgID.GLOBAL_POSITION,0.0000000,-122.3968808,37.7931222,5.0020000
MsgID.LOCAL_VELOCITY,0.0000000,5.4400000,0.0300000,0.0000000
MsgID.LOCAL_POSITION,162.3530000,72.7876663,50.9242096,-5.0019598
MsgID.LOCAL_VELOCITY,162.3530000,6.4082966,0.0773958,0.0015289
MsgID.GLOBAL_POSITION,0.0000000,-122.3968804,37.7931355,5.0010000
MsgID.LOCAL_VELOCITY,0.0000000,6.4000000,0.0700000,0.0000000
MsgID.LOCAL_POSITION,162.6040000,74.4614182,51.1271210,-5.0030632
MsgID.LOCAL_VELOCITY,162.6040000,7.2597075,0.0768584,-0.0003751
MsgID.GLOBAL_POSITION,0.0000000,-122.3968781,37.7931506,5.0030000
MsgID.LOCAL_VELOCITY,0.0000000,7.2500000,0.0700000,0.0000000
MsgID.LOCAL_POSITION,162.8540000,76.3118362,51.2201958,-5.0055561
MsgID.LOCAL_VELOCITY,162.8540000,6.9245372,-0.0660460,0.0375039
MsgID.GLOBAL_POSITION,0.0000000,-122.3968770,37.7931672,5.0050000
MsgID.LOCAL_VELOCITY,0.0000000,6.9200000,-0.0600000,0.0300000
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.LOCAL_POSITION,163.1040000,77.8946762,50.9974976,-5.0106893
MsgID.LOCAL_VELOCITY,163.1040000,5.1577916,-0.1922922,0.0561822
MsgID.GLOBAL_POSITION,0.0000000,-122.3968795,37.7931815,5.0100000
MsgID.LOCAL_VELOCITY,0.0000000,5.1500000,-0.1900000,0.0500000
MsgID.LOCAL_POSITION,163.3540000,78.9218521,50.8490639,-5.0177531
MsgID.LOCAL_VELOCITY,163.3540000,3.4542482,-0.1450692,0.0932019
MsgID.GLOBAL_POSITION,0.0000000,-122.3968812,37.7931907,5.0170000
MsgID.LOCAL_VELOCITY,0.0000000,3.4500000,-0.1400000,0.0900000
MsgID.LOCAL_POSITION,163.6040000,79.5836258,51.0483475,-5.0181293
MsgID.LOCAL_VELOCITY,163.6040000,2.0032420,-0.0468982,0.1489526
MsgID.GLOBAL_POSITION,0.0000000,-122.3968790,37.7931967,5.0180000
MsgID.LOCAL_VELOCITY,0.0000000,2.0000000,-0.0400000,0.1400000
MsgID.LOCAL_POSITION,163.8540000,79.7880783,51.0459557,-5.0159416
MsgID.LOCAL_VELOCITY,163.8540000,0.5866938,-0.0418596,0.1370844
MsgID.GLOBAL_POSITION,0.0000000,-122.3968790,37.7931985,5.0150000
MsgID.LOCAL_VELOCITY,0.0000000,0.5800000,-0.0400000,0.1300000
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.LOCAL_POSITION,164.1040000,79.8884354,51.0955391,-5.0133443
MsgID.LOCAL_VELOCITY,164.1040000,-0.7503098,-0.0633779,0.1296903
MsgID.GLOBAL_POSITION,0.0000000,-122.3968784,37.7931994,5.0130000
MsgID.LOCAL_VELOCITY,0.0000000,-0.7500000,-0.0600000,0.1200000
MsgID.LOCAL_POSITION,164.3540000,79.6593323,50.9388275,-5.0099039
MsgID.LOCAL_VELOCITY,164.3540000,-1.9890594,-0.0941474,0.1101609
MsgID.GLOBAL_POSITION,0.0000000,-122.3968802,37.7931973,5.0090000
MsgID.LOCAL_VELOCITY,0.0000000,-1.9800000,-0.0900000,0.1100000
MsgID.LOCAL_POSITION,164.6040000,78.8158035,50.8097992,-5.0009665
MsgID.LOCAL_VELOCITY,164.6040000,-2.5923760,0.0083397,0.0657029
MsgID.GLOBAL_POSITION,0.0000000,-122.3968816,37.7931898,5.0000000
MsgID.LOCAL_VELOCITY,0.0000000,-2.5900000,0.0000000,0.0600000
MsgID.LOCAL_POSITION,164.8540000,78.3134384,50.8380318,-4.9926176
MsgID.LOCAL_VELOCITY,164.8540000,-2.0582671,0.1605871,-0.0072373
MsgID.GLOBAL_POSITION,0.0000000,-122.3968813,37.7931852,4.9920000
MsgID.LOCAL_VELOCITY,0.0000000,-2.0500000,0.1600000,0.0000000
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.LOCAL_POSITION,165.1040000,78.0076065,50.9846230,-4.9830170
MsgID.LOCAL_VELOCITY,165.1040000,-0.8778354,0.1185525,-0.0906961
MsgID.GLOBAL_POSITION,0.0000000,-122.3968797,37.7931825,4.9830000
MsgID.LOCAL_VELOCITY,0.0000000,-0.8700000,0.1100000,-0.0900000
MsgID.LOCAL_POSITION,165.3540000,77.8831482,51.1174850,-4.9755549
MsgID.LOCAL_VELOCITY,165.3540000,-0.2863538,0.0491999,-0.1792126
MsgID.GLOBAL_POSITION,0.0000000,-122.3968782,37.7931814,4.9750000
MsgID.LOCAL_VELOCITY,0.0000000,-0.2800000,0.0400000,-0.1700000
MsgID.LOCAL_POSITION,165.6040000,77.9145966,51.1105118,-4.9734964
MsgID.LOCAL_VELOCITY,165.6040000,-0.1403026,0.0104619,-0.2311519
MsgID.GLOBAL_POSITION,0.0000000,-122.3968783,37.7931817,4.9730000
